,App,Category,Rating,Reviews,Size_1,Installs_1,Type,Price,Content_Rating,Genres,Last_Updated,Current Ver,Installs,Size,size_kb
8023,CW Nuclear,BOOKS_AND_REFERENCE,3.3,15,12M,"1,000+",Free,0,Everyone,Books & Reference,17-11-2017,1,1000,12,FALSE
8025,CW Deposit,BUSINESS,3,4,498k,"1,000+",Free,0,Everyone,Business,06-02-2014,2,1000,0.498,TRUE
8026,Hallmark Channel Everywhere,FAMILY,4.2,6784,13M,"500,000+",Free,0,Everyone,Entertainment,30-08-2017,2,500000,13,FALSE
8027,Morse Player Free,FAMILY,4.2,268,4.2M,"50,000+",Free,0,Everyone,Education,23-01-2017,2,50000,4.2,FALSE
8028,News 8 San Diego,NEWS_AND_MAGAZINES,4.2,1137,11M,"50,000+",Free,0,Everyone,News & Magazines,23-07-2018,5,50000,11,FALSE
8030,Learn Morse Code - G0HYN Learn Morse,COMMUNICATION,4,27,600k,"5,000+",Free,0,Everyone,Communication,08-05-2018,5,5000,0.6,TRUE
8031,SYFY,FAMILY,3.2,3069,18M,"500,000+",Free,0,Teen,Entertainment,24-05-2018,3,500000,18,FALSE
8032,Morse Notifier Free,TOOLS,4.6,79,3.0M,"1,000+",Free,0,Everyone,Tools,08-11-2017,2,1000,3,FALSE
8033,AMC,FAMILY,3.2,20843,14M,"1,000,000+",Free,0,Teen,Entertainment,02-08-2018,3,1000000,14,FALSE
8034,Cartoon Wars 3,FAMILY,4.1,137674,72M,"5,000,000+",Free,0,Teen,Role Playing,04-07-2018,2,5000000,72,FALSE
8036,Oracle CX Cloud Mobile,BUSINESS,4.4,48,54M,"5,000+",Free,0,Everyone,Business,07-07-2018,11,5000,54,FALSE
8037,CX-10WiFi,FAMILY,4,1419,12M,"100,000+",Free,0,Everyone,Casual,25-10-2017,2,100000,12,FALSE
8038,CX-OF,FAMILY,4.2,18,37M,"1,000+",Free,0,Everyone,Entertainment,31-01-2018,7,1000,37,FALSE
8039,cx-32wifi,FAMILY,4.1,62,6.5M,"10,000+",Free,0,Everyone,Entertainment,14-11-2015,1,10000,6.5,FALSE
8040,CX-17WIFI,FAMILY,4.3,49,6.6M,"10,000+",Free,0,Everyone,Entertainment,21-03-2018,2,10000,6.6,FALSE
8041,Cathay Pacific,TRAVEL_AND_LOCAL,3.3,4069,50M,"1,000,000+",Free,0,Everyone,Travel & Local,25-07-2018,6,1000000,50,FALSE
8042,Cx File Explorer,TOOLS,4.7,175,4.3M,"10,000+",Free,0,Everyone,Tools,28-07-2018,1,10000,4.3,FALSE
8043,cx-33wifi,FAMILY,4.4,63,7.6M,"10,000+",Free,0,Everyone,Entertainment,14-11-2015,1,10000,7.6,FALSE
8044,CX-WiFi720P,FAMILY,3.1,47,5.5M,"10,000+",Free,0,Everyone,Entertainment,14-11-2015,2,10000,5.5,FALSE
8045,CX-60,FAMILY,3.1,19,94M,"1,000+",Free,0,Everyone,Casual,09-05-2017,1,1000,94,FALSE
8046,ACTIVEON CX & CX GOLD,VIDEO_PLAYERS,3.3,439,35M,"50,000+",Free,0,Everyone,Video Players & Editors,04-03-2016,0,50000,35,FALSE
8047,CX North America,BUSINESS,3.9,10,55M,500+,Free,0,Everyone,Business,14-03-2018,1,500,55,FALSE
8048,CX-10DS,FAMILY,3.4,12,11M,"1,000+",Free,0,Everyone,Casual,15-09-2017,1,1000,11,FALSE
8049,CX-37,FAMILY,3.9,13,12M,"1,000+",Free,0,Everyone,Casual,30-05-2016,1,1000,12,FALSE
8050,Avaya CX,BUSINESS,4.4,21,21M,"1,000+",Free,0,Everyone,Business,25-07-2018,v6,1000,21,FALSE
8051,TI-Nspire CX Calculator Manual,FAMILY,3.9,11,27M,500+,Paid,4.99,Everyone,Education,21-07-2018,1,500,27,FALSE
8052,CX_WiFiUFO,SPORTS,3.7,818,5.3M,"100,000+",Free,0,Everyone,Sports,08-06-2016,4,100000,5.3,FALSE
8053,CX watcher,FAMILY,4.5,4,30M,500+,Free,0,Everyone,Casual,21-06-2018,1,500,30,FALSE
8054,Theme For Techno Camon CX,PERSONALIZATION,4.7,42,10M,"5,000+",Free,0,Everyone,Personalization,10-05-2017,1,5000,10,FALSE
8056,Theme for Tecno Camon CX / C8,LIFESTYLE,4.6,147,9.8M,"10,000+",Free,0,Everyone,Lifestyle,02-05-2017,1,10000,9.8,FALSE
8058,Oración CX,LIFESTYLE,5,103,3.8M,"5,000+",Free,0,Everyone,Lifestyle,12-09-2017,5,5000,3.8,FALSE
8059,CX-40,FAMILY,3,2,33M,100+,Free,0,Everyone,Entertainment,14-12-2017,3,100,33,FALSE
8061,Ring,COMMUNICATION,3.9,517,35M,"10,000+",Free,0,Everyone,Communication,06-08-2018,20180805,10000,35,FALSE
8063,cx advance call blocker,PERSONALIZATION,5,3,3.4M,50+,Free,0,Everyone,Personalization,09-04-2018,1,50,3.4,FALSE
8064,CX Ram Booster,TOOLS,3.9,12,2.5M,500+,Free,0,Everyone,Tools,02-06-2017,1,500,2.5,FALSE
8071,CXmodel-ufo,FAMILY,3.8,19,12M,"1,000+",Free,0,Everyone,Entertainment,19-01-2017,2,1000,12,FALSE
8073,Secret Codes For Android,TOOLS,3.6,6060,592k,"500,000+",Free,0,Everyone,Tools,04-02-2016,2,500000,0.592,TRUE
8074,Absolute RC Heli Simulator,SPORTS,3.9,654,50M,"10,000+",Paid,4.99,Everyone,Sports,20-12-2017,3,10000,50,FALSE
8075,WiFi FPV,FAMILY,3.8,316,19M,"100,000+",Free,0,Everyone,Entertainment,01-06-2017,1,100000,19,FALSE
8077,go41cx,FAMILY,4.8,171,1.0M,"1,000+",Paid,10,Everyone,Education,18-10-2016,1,1000,1,FALSE
8084,Freecell CY,GAME,4,387,1.1M,"50,000+",Free,0,Everyone,Card,16-04-2011,1,50000,1.1,FALSE
8085,Cytus II,GAME,4.7,16851,81M,"100,000+",Paid,1.99,Everyone 10+,Music,03-08-2018,1,100000,81,FALSE
8086,Cy-Reader,FAMILY,4.8,17,15M,100+,Free,0,Everyone,Education,03-08-2018,1,100,15,FALSE
8087,Cy-Fair FCU Mobile Banking,FINANCE,4.7,439,13M,"5,000+",Free,0,Everyone,Finance,30-01-2018,5,5000,13,FALSE
8088,Cytus,GAME,4.7,541732,20M,"5,000,000+",Free,0,Everyone,Music,09-02-2018,10,5000000,20,FALSE
8089,Cy-Ranch,NEWS_AND_MAGAZINES,4.5,27,7.1M,500+,Free,0,Everyone,News & Magazines,06-05-2018,7,500,7.1,FALSE
8090,Recycling Cy,LIFESTYLE,4,47,4.5M,"1,000+",Free,0,Everyone,Lifestyle,02-08-2017,2,1000,4.5,FALSE
8092,CY.SEND Online Top Up,FINANCE,3.2,191,10M,"10,000+",Free,0,Everyone,Finance,25-01-2018,4,10000,10,FALSE
8095,Alpha Bank CY,FINANCE,4.7,39,20M,"1,000+",Free,0,Everyone,Finance,20-03-2018,1,1000,20,FALSE
8096,Cy Messenger,COMMUNICATION,4.5,4,8.1M,100+,Free,0,Everyone,Communication,30-08-2014,1,100,8.1,FALSE
8098,Igitabo cy'Indirimbo,FAMILY,4.5,93,1.6M,"50,000+",Free,0,Everyone,Entertainment,05-02-2018,INDIRIMBO V,50000,1.6,FALSE
8099,Doctor Finder CY,MEDICAL,4.9,57,6.1M,"1,000+",Free,0,Everyone,Medical,11-11-2015,1,1000,6.1,FALSE
8100,Eshopcy.com.cy,SHOPPING,4.2,182,4.9M,"5,000+",Free,0,Everyone,Shopping,03-08-2018,1,5000,4.9,FALSE
8102,Cy-Fair VFD EMS Protocols,MEDICAL,5,2,20M,100+,Free,0,Everyone 10+,Medical,21-09-2017,1,100,20,FALSE
8104,Cy-Fair Christian Church,LIFESTYLE,5,2,9.3M,100+,Free,0,Everyone,Lifestyle,03-08-2017,24,100,9.3,FALSE
8107,Shadowverse CCG,GAME,4.2,47340,61M,"1,000,000+",Free,0,Teen,Card,30-07-2018,2,1000000,61,FALSE
8108,CY Digital Net,SHOPPING,4.7,3,5.8M,500+,Free,0,Everyone,Shopping,01-08-2017,2,500,5.8,FALSE
8116,Cymath - Math Problem Solver,FAMILY,4.5,10159,6.4M,"1,000,000+",Free,0,Everyone,Education,13-04-2018,2,1000000,6.4,FALSE
8117,Rewards,FINANCE,3.8,57,4.0M,"5,000+",Free,0,Everyone,Finance,15-12-2017,4,5000,4,FALSE
8118,Army of Heroes,FAMILY,4.5,85015,46M,"1,000,000+",Free,0,Everyone 10+,Strategy,01-08-2018,1,1000000,46,FALSE
8120,Math Solver,FAMILY,4.3,2250,30M,"100,000+",Free,0,Everyone,Education,21-11-2017,1,100000,30,FALSE
8122,Cyprus Bus Companion,MAPS_AND_NAVIGATION,3.9,112,1.4M,"10,000+",Free,0,Everyone,Maps & Navigation,26-12-2013,1,10000,1.4,FALSE
8123,Cyprus Police,SOCIAL,4.2,226,15M,"10,000+",Free,0,Everyone 10+,Social,31-01-2018,1,10000,15,FALSE
8124,foody Cyprus - online ordering,SHOPPING,4.5,214,1.8M,"10,000+",Free,0,Everyone,Shopping,27-02-2018,2,10000,1.8,FALSE
8125,Death Dragon Knights RPG,FAMILY,4.1,11179,19M,"1,000,000+",Free,0,Teen,Role Playing,16-09-2016,2,1000000,19,FALSE
8127,Bank Of Cyprus,FINANCE,4.1,1514,12M,"100,000+",Free,0,Everyone,Finance,14-02-2018,1,100000,12,FALSE
8128,Map of Cyprus offline,TRAVEL_AND_LOCAL,4.6,470,21M,"10,000+",Free,0,Everyone,Travel & Local,12-03-2018,3,10000,21,FALSE
8129,McDelivery Cyprus,FOOD_AND_DRINK,3.3,60,25M,"10,000+",Free,0,Everyone,Food & Drink,14-05-2018,3,10000,25,FALSE
8130,CZ-USA,LIFESTYLE,4.5,11,3.4M,"1,000+",Free,0,Everyone,Lifestyle,01-03-2016,1,1000,3.4,FALSE
8131,CZ File Manager,TOOLS,2.2,876,8.7M,"1,000,000+",Free,0,Everyone,Tools,06-08-2018,3,1000000,8.7,FALSE
8132,Security Camera CZ,HOUSE_AND_HOME,4.4,137,19M,"10,000+",Free,0,Everyone,House & Home,17-07-2018,1,10000,19,FALSE
8133,Šmelina .cz inzeráty inzerce,SHOPPING,3.9,117,9.8M,"10,000+",Free,0,Everyone,Shopping,13-05-2018,1,10000,9.8,FALSE
8135,KFC CZ,LIFESTYLE,2.8,1189,18M,"100,000+",Free,0,Everyone,Lifestyle,27-06-2018,5,100000,18,FALSE
8136,Skylink Live TV CZ,FAMILY,3.3,2802,15M,"100,000+",Free,0,Teen,Entertainment,11-07-2018,5,100000,15,FALSE
8138,Mapy.cz - Cycling & Hiking offline maps,MAPS_AND_NAVIGATION,4.5,56409,43M,"1,000,000+",Free,0,Everyone,Maps & Navigation,26-06-2018,6,1000000,43,FALSE
8141,Online TV CZ/SK PRO,VIDEO_PLAYERS,3.1,167,2.0M,"1,000+",Paid,0.99,Everyone,Video Players & Editors,21-06-2018,3,1000,2,FALSE
8142,Rande.cz,SOCIAL,3.2,398,2.2M,"50,000+",Free,0,Mature 17+,Social,03-12-2014,1,50000,2.2,FALSE
8143,Breweries (CZ/SK),LIFESTYLE,4.4,1740,4.4M,"50,000+",Free,0,Teen,Lifestyle,27-07-2017,3,50000,4.4,FALSE
8144,reality.cz,HOUSE_AND_HOME,4.1,1372,5.4M,"50,000+",Free,0,Everyone,House & Home,15-02-2018,2,50000,5.4,FALSE
8146,CZ-Help,BOOKS_AND_REFERENCE,5,2,1.4M,5+,Free,0,Everyone,Books & Reference,13-07-2018,0,5,1.4,FALSE
8149,CZ-Cyberon Voice Commander,TOOLS,3.8,131,3.3M,"1,000+",Paid,5.99,Everyone,Tools,07-03-2017,3,1000,3.3,FALSE
8152,HTC Sense Input - CZ,TOOLS,4.3,87,7.3M,"10,000+",Free,0,Everyone,Tools,09-11-2015,1,10000,7.3,FALSE
8153,WebCams,WEATHER,4.6,3963,23M,"100,000+",Free,0,Everyone,Weather,17-07-2018,5,100000,23,FALSE
8157,Wallpaper.cz,PHOTOGRAPHY,4.9,7,2.2M,100+,Free,0,Everyone,Photography,11-07-2015,1,100,2.2,FALSE
8159,CZ Kompas,TOOLS,5,2,3.5M,10+,Free,0,Everyone,Tools,09-07-2018,1,10,3.5,FALSE
8162,MYTO CZ,MAPS_AND_NAVIGATION,2.9,30,4.8M,"5,000+",Free,0,Everyone,Maps & Navigation,17-02-2016,1,5000,4.8,FALSE
8163,PLAYzone.cz,FAMILY,4.4,14,7.3M,500+,Free,0,Everyone,Entertainment,07-11-2017,2,500,7.3,FALSE
8164,Tools & Mi Band,HEALTH_AND_FITNESS,4.4,15753,13M,"100,000+",Paid,3.49,Everyone,Health & Fitness,26-07-2018,3,100000,13,FALSE
8166,TeeTime.cz,SPORTS,4.6,1641,6.2M,"10,000+",Free,0,Everyone,Sports,02-08-2018,1,10000,6.2,FALSE
8167,What is my IP address,TOOLS,4.5,4228,656k,"500,000+",Free,0,Everyone,Tools,02-07-2018,2,500000,0.656,TRUE
8168,Windguru Lite,WEATHER,4,9307,5.0M,"1,000,000+",Free,0,Everyone,Weather,09-01-2018,2,1000000,5,FALSE
8170,Da Fit,SPORTS,3.5,1151,8.3M,"10,000+",Free,0,Everyone,Sports,23-07-2018,v1,10000,8.3,FALSE
8172,Dan the Man: Action Platformer,GAME,4.8,528550,73M,"10,000,000+",Free,0,Teen,Arcade,26-07-2018,1,10000000,73,FALSE
8173,Ghost Detector,FAMILY,3.5,35337,7.4M,"5,000,000+",Free,0,Teen,Entertainment,25-05-2018,1,5000000,7.4,FALSE
8174,"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142758,22M,"10,000,000+",Free,0,Everyone,Photography,06-07-2018,1,10000000,22,FALSE
8175,Master for Minecraft(Pocket Edition)-Mod Launcher,TOOLS,4.6,2674051,26M,"50,000,000+",Free,0,Everyone,Tools,06-08-2018,2,50000000,26,FALSE
8176,King of Math,FAMILY,4.4,766,14M,"10,000+",Paid,2.99,Everyone,Education;Education,22-05-2018,1,10000,14,FALSE
8177,Translate: text & voice translator,TOOLS,4.3,122010,7.3M,"5,000,000+",Free,0,Everyone,Tools,14-07-2018,Translator 10,5000000,7.3,FALSE
8178,The Zueira's Voice,TOOLS,4.7,136540,3.1M,"1,000,000+",Free,0,Everyone,Tools,10-07-2018,4,1000000,3.1,FALSE
8179,Battery Calibration,TOOLS,4.4,134412,11M,"5,000,000+",Free,0,Everyone,Tools,27-07-2018,3,5000000,11,FALSE
8181,Thuglife Video Maker,FAMILY,3.5,38824,12M,"1,000,000+",Free,0,Mature 17+,Entertainment,21-01-2018,2,1000000,12,FALSE
8182,MadLipz,FAMILY,4.6,171017,13M,"10,000,000+",Free,0,Teen,Entertainment,22-07-2018,2,10000000,13,FALSE
8183,Soccer FC,SPORTS,3.9,6289,33M,"1,000,000+",Free,0,Everyone,Sports,21-07-2016,1,1000000,33,FALSE
8185,Geometry Dash SubZero,GAME,4.6,260527,49M,"10,000,000+",Free,0,Everyone,Arcade,21-12-2017,1,10000000,49,FALSE
8186,Escaping the Prison,FAMILY,4.2,419375,31M,"10,000,000+",Free,0,Everyone 10+,Casual,21-06-2016,1,10000000,31,FALSE
8188,Quiz TRUE or FALSE,GAME,4.6,2464,34M,"50,000+",Free,0,Everyone,Trivia,13-02-2018,1,50000,34,FALSE
8189,Glam Doll Salon - Chic Fashion,FAMILY,4,93898,44M,"10,000,000+",Free,0,Everyone,Casual,26-05-2017,1,10000000,44,FALSE
8191,Peppa Pig: Party Time,FAMILY,3.8,52,55M,"10,000+",Paid,2.99,Everyone,Educational;Pretend Play,08-08-2017,1,10000,55,FALSE
8193,COOKING MAMA Let's Cook!,FAMILY,4.3,528917,59M,"10,000,000+",Free,0,Everyone,Educational;Pretend Play,26-07-2018,1,10000000,59,FALSE
8195,Knife Hit,GAME,4.5,462614,60M,"10,000,000+",Free,0,Everyone,Arcade,22-05-2018,1,10000000,60,FALSE
8196,The Visitor,GAME,4.1,39895,25M,"5,000,000+",Free,0,Mature 17+,Adventure,02-01-2018,1,5000000,25,FALSE
8197,Just Dance Now,GAME,4.2,794058,56M,"10,000,000+",Free,0,Everyone,Music,12-06-2018,2,10000000,56,FALSE
8198,DB Navigator,MAPS_AND_NAVIGATION,4,119685,20M,"10,000,000+",Free,0,Everyone,Maps & Navigation,02-07-2018,18,10000000,20,FALSE
8199,SQLite DB Reader,TOOLS,3.6,301,2.3M,"50,000+",Free,0,Everyone,Tools,28-11-2017,1,50000,2.3,FALSE
8200,DB Browser,TOOLS,3.3,236,221k,"50,000+",Free,0,Everyone,Tools,20-09-2011,1,50000,0.221,TRUE
8201,Sound Meter,TOOLS,4.7,88993,1.5M,"10,000,000+",Free,0,Everyone,Tools,10-06-2018,3,10000000,1.5,FALSE
8202,DRAGON BALL LEGENDS,GAME,4.6,338742,48M,"5,000,000+",Free,0,Teen,Action,03-08-2018,1,5000000,48,FALSE
8203,db.Mobil App,LIBRARIES_AND_DEMO,4.5,23,31M,"5,000+",Free,0,Everyone,Libraries & Demo,11-07-2018,3,5000,31,FALSE
8204,DB Streckenagent,MAPS_AND_NAVIGATION,3.9,4569,7.5M,"500,000+",Free,0,Everyone,Maps & Navigation,22-12-2017,2,500000,7.5,FALSE
8205,dB: Sound Meter Pro,TOOLS,4.3,31,228k,"5,000+",Free,0,Everyone,Tools,12-12-2016,1,5000,0.228,TRUE
8207,dB Sound Level Meter,TOOLS,3.9,203,2.3M,"10,000+",Free,0,Everyone,Tools,03-03-2017,1,10000,2.3,FALSE
8208,DB Sound Meter: Measure Noise Level- Decibel Meter,TOOLS,4.3,824,2.8M,"10,000+",Free,0,Everyone,Tools,13-12-2017,1,10000,2.8,FALSE
8211,ACCDB MDB DB Manager Pro - Editor for MS Access,PRODUCTIVITY,3.1,19,4.5M,500+,Paid,8.99,Everyone,Productivity,03-11-2016,1,500,4.5,FALSE
8212,Scale Models DB,TOOLS,4.4,9,33M,50+,Paid,2.99,Everyone,Tools,03-05-2018,0,50,33,FALSE
8213,DB Train Simulator,FAMILY,3.7,6514,72M,"500,000+",Free,0,Everyone,Simulation,23-05-2018,1,500000,72,FALSE
8214,DB Tools,FAMILY,4.6,37,3.3M,"1,000+",Free,0,Everyone,Education,17-06-2014,1,1000,3.3,FALSE
8215,dB Meter - measure sound & noise level in Decibel,TOOLS,4.6,154,6.6M,"10,000+",Free,0,Everyone,Tools,26-07-2018,1,10000,6.6,FALSE
8216,DB LINK RGB,TOOLS,2.7,7,5.2M,500+,Free,0,Everyone,Tools,19-06-2017,1,500,5.2,FALSE
8219,"10,000 Quotes DB (Premium)",BOOKS_AND_REFERENCE,4.1,70,3.5M,500+,Paid,0.99,Everyone,Books & Reference,30-08-2013,1,500,3.5,FALSE
8220,Guide for DB Xenoverse,BOOKS_AND_REFERENCE,4.2,459,11M,"10,000+",Free,0,Everyone,Books & Reference,01-10-2016,1,10000,11,FALSE
8221,DB Transport,MAPS_AND_NAVIGATION,1.9,179,10M,"10,000+",Free,0,Everyone,Maps & Navigation,13-03-2018,3,10000,10,FALSE
8222,DB Stay Connected,BUSINESS,4.6,17,9.4M,"1,000+",Free,0,Everyone,Business,08-12-2017,1,1000,9.4,FALSE
8226,Guide for DB Xenoverse 2,BOOKS_AND_REFERENCE,4.4,121,8.7M,"10,000+",Free,0,Everyone,Books & Reference,23-12-2016,1,10000,8.7,FALSE
8227,DB Customer Connect,BUSINESS,4.2,100,6.3M,"10,000+",Free,0,Everyone,Business,21-07-2018,2,10000,6.3,FALSE
8228,Patron DB,TOOLS,3.9,64,4.1M,"5,000+",Free,0,Everyone,Tools,01-06-2017,1,5000,4.1,FALSE
8229,DB Event App,SOCIAL,2.4,37,37M,"5,000+",Free,0,Teen,Social,25-06-2017,1,5000,37,FALSE
8230,DB HOME,LIFESTYLE,5,5,3.2M,100+,Free,0,Everyone,Lifestyle,31-08-2017,1,100,3.2,FALSE
8231,Bowers & Wilkins DB Subwoofers,TOOLS,3.9,21,11M,"10,000+",Free,0,Everyone,Tools,19-01-2018,1,10000,11,FALSE
8233,DB Busradar NRW,MAPS_AND_NAVIGATION,3.7,78,3.0M,"10,000+",Free,0,Everyone,Maps & Navigation,12-04-2017,1,10000,3,FALSE
8234,DB Pickles,BUSINESS,5,5,14M,100+,Free,0,Everyone,Business,20-03-2018,2,100,14,FALSE
8235,DB for Fallout Shelter,FAMILY,4,3323,47M,"100,000+",Free,0,Everyone,Simulation,29-03-2018,1,100000,47,FALSE
8236,LC-DB,PHOTOGRAPHY,3,1,2.5M,10+,Paid,3.49,Everyone,Photography,20-10-2017,1,10,2.5,FALSE
8237,dB Sound Meter,TOOLS,4.1,29,2.3M,"5,000+",Free,0,Everyone,Tools,25-04-2016,1,5000,2.3,FALSE
8238,DB for Hustle Castle,FAMILY,4.8,21,49M,"1,000+",Free,0,Everyone,Role Playing,04-07-2018,1,1000,49,FALSE
8239,DB Ultra Saiyan Battle,GAME,4.5,33,44M,"1,000+",Free,0,Everyone 10+,Action,25-07-2018,1,1000,44,FALSE
8240,Preferences Manager and SQLite DB Viewer,TOOLS,3.5,13,3.0M,"1,000+",Free,0,Everyone,Tools,18-07-2017,1,1000,3,FALSE
8244,SW-DB,TOOLS,4.5,954,7.6M,"10,000+",Free,0,Teen,Tools,11-07-2016,0,10000,7.6,FALSE
8245,DC Legends: Battle for Justice,FAMILY,4.5,355613,59M,"10,000,000+",Free,0,Teen,Role Playing,02-08-2018,1,10000000,59,FALSE
8247,Injustice 2,GAME,4.3,504765,36M,"5,000,000+",Free,0,Teen,Action,30-07-2018,2,5000000,36,FALSE
8248,Injustice: Gods Among Us,GAME,4.4,2440877,32M,"10,000,000+",Free,0,Teen,Action,14-06-2018,2,10000000,32,FALSE
8249,FANDOM for: DC,FAMILY,4.4,6715,9.5M,"500,000+",Free,0,Mature 17+,Entertainment,20-07-2018,2,500000,9.5,FALSE
8250,DC Super Hero Girls™,FAMILY,4.3,43090,95M,"5,000,000+",Free,0,Everyone,Action;Action & Adventure,29-06-2018,2,5000000,95,FALSE
8252,Ultimate DC Challenge,GAME,4.5,937,35M,"10,000+",Free,0,Everyone,Trivia,19-10-2017,2,10000,35,FALSE
8253,LEGO® DC Mighty Micros,FAMILY,4.3,139545,63M,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,30-01-2018,1,10000000,63,FALSE
8254,Justice League Action Run,GAME,4.3,22333,9.7M,"1,000,000+",Free,0,Everyone 10+,Action,07-08-2018,2,1000000,9.7,FALSE
8255,Marvel and DC Wallpapers,PERSONALIZATION,4.2,249,91M,"10,000+",Free,0,Everyone,Personalization,07-07-2018,4,10000,91,FALSE
8256,DC Comics Amino,SOCIAL,4.9,117,63M,"1,000+",Free,0,Teen,Social,13-07-2018,1,1000,63,FALSE
8258,Quiz DC,GAME,1.4,33,3.1M,"1,000+",Free,0,Everyone,Trivia,25-12-2017,1,1000,3.1,FALSE
8259,Batman: Gotham’s Most Wanted!,FAMILY,4,16190,88M,"1,000,000+",Free,0,Everyone,Action;Action & Adventure,24-04-2018,2,1000000,88,FALSE
8260,"Superheroes, Marvel, DC, Comics, TV, Movies News",COMICS,5,34,12M,"5,000+",Free,0,Everyone,Comics,31-07-2018,1,5000,12,FALSE
8261,MARVEL Contest of Champions,GAME,4.3,2468915,92M,"50,000,000+",Free,0,Teen,Action,30-07-2018,19,50000000,92,FALSE
8264,DC Universe Quiz,GAME,4.3,11,23M,500+,Free,0,Everyone,Trivia,22-05-2018,3,500,23,FALSE
8265,DC HSEMA,BOOKS_AND_REFERENCE,3.8,38,7.2M,"5,000+",Free,0,Everyone,Books & Reference,18-06-2018,4,5000,7.2,FALSE
8266,DC Universe Online Map,TOOLS,4.1,1186,6.4M,"50,000+",Free,0,Unrated,Tools,27-02-2012,1,50000,6.4,FALSE
8267,DC Public Library,BOOKS_AND_REFERENCE,4.2,20,3.4M,"1,000+",Free,0,Everyone,Books & Reference,08-06-2015,4,1000,3.4,FALSE
8268,MARVEL Strike Force,FAMILY,4.3,166312,91M,"5,000,000+",Free,0,Teen,Role Playing,31-07-2018,1,5000000,91,FALSE
8269,Vote 4 DC,TOOLS,4.1,46,6.1M,"1,000+",Free,0,Everyone,Tools,21-09-2016,4,1000,6.1,FALSE
8270,Villains vs Superheroes,FAMILY,4.3,128,22M,"10,000+",Free,0,Everyone,Puzzle,12-09-2017,3,10000,22,FALSE
8271,DC Rider,MAPS_AND_NAVIGATION,3.6,258,6.9M,"50,000+",Free,0,Everyone,Maps & Navigation,24-12-2017,2,50000,6.9,FALSE
8272,Power Rangers: Legacy Wars,GAME,4.3,264755,91M,"10,000,000+",Free,0,Teen,Action,17-07-2018,2,10000000,91,FALSE
8273,MARVEL Future Fight,FAMILY,4.6,2354042,72M,"50,000,000+",Free,0,Everyone 10+,Role Playing,03-07-2018,4,50000000,72,FALSE
8274,DC Metro Transit - Free,TRAVEL_AND_LOCAL,4.4,6895,10M,"500,000+",Free,0,Everyone,Travel & Local,15-05-2018,5,500000,10,FALSE
8275,DC N COMPANY ENTERTAINMENT RADIO!,FAMILY,5,22,2.2M,100+,Free,0,Mature 17+,Entertainment,02-11-2017,1,100,2.2,FALSE
8276,Results for DC Lottery,FAMILY,4.4,160,8.5M,"5,000+",Free,0,Everyone,Entertainment,11-03-2017,5,5000,8.5,FALSE
8277,FOX 5 DC,NEWS_AND_MAGAZINES,4.5,1440,12M,"100,000+",Free,0,Everyone,News & Magazines,29-03-2018,1,100000,12,FALSE
8279,Driver Permit Test Prep DC DMV Driver's License Ed,FAMILY,4.7,78,11M,"5,000+",Free,0,Everyone,Education,12-10-2017,2,5000,11,FALSE
8281,DC-014,PHOTOGRAPHY,5,3,16M,500+,Free,0,Everyone,Photography,14-06-2018,1,500,16,FALSE
8284,DC Metro,MAPS_AND_NAVIGATION,3.4,59,1.3M,"10,000+",Free,0,Everyone,Maps & Navigation,26-01-2015,1,10000,1.3,FALSE
8285,DC Trails-Hop On Hop Off Tours,TRAVEL_AND_LOCAL,3.1,16,18M,"5,000+",Free,0,Everyone,Travel & Local,01-08-2018,1,5000,18,FALSE
8286,DC Metro Transit,TRAVEL_AND_LOCAL,4.5,339,10M,"5,000+",Paid,2.99,Everyone,Travel & Local,13-05-2018,5,5000,10,FALSE
8287,AC DC Power Monitor,LIFESTYLE,5,1,1.2M,10+,Paid,3.04,Everyone,Lifestyle,29-05-2016,1,10,1.2,FALSE
8288,McClatchy DC Bureau,NEWS_AND_MAGAZINES,4.3,80,8.7M,"5,000+",Free,0,Everyone 10+,News & Magazines,18-06-2018,6,5000,8.7,FALSE
8289,AutoScout24 - used car finder,AUTO_AND_VEHICLES,4.4,186648,42M,"10,000,000+",Free,0,Everyone,Auto & Vehicles,02-08-2018,9,10000000,42,FALSE
8292,Your Freedom VPN Client,COMMUNICATION,4,74497,5.3M,"5,000,000+",Free,0,Everyone,Communication,19-05-2018,20180518-01,5000000,5.3,FALSE
8295,Speed Camera Radar,MAPS_AND_NAVIGATION,4.1,54034,5.8M,"5,000,000+",Free,0,Teen,Maps & Navigation,30-05-2018,2,5000000,5.8,FALSE
8296,WDAMAGE: Car Crash Engine,GAME,3.8,47386,96M,"1,000,000+",Free,0,Everyone,Racing,06-06-2018,31,1000000,96,FALSE
8297,Babbel – Learn Languages,FAMILY,4.3,267787,21M,"10,000,000+",Free,0,Everyone,Education,30-07-2018,20,10000000,21,FALSE
8299,APUS File Manager (Explorer),TOOLS,4.1,498894,10M,"50,000,000+",Free,0,Everyone,Tools,02-08-2018,2,50000000,10,FALSE
8300,Offroad Police Car DE,FAMILY,4.3,9149,80M,"1,000,000+",Free,0,Everyone,Simulation,15-03-2017,1,1000000,80,FALSE
